"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021",
"Mozambique","MOZ","Agricultural land (sq. km)","AG.LND.AGRI.K2","","342290","342400","342500","342580","342680","342740","343000","344000","345040","345890","345890","346080","346600","346600","346800","346800","346800","346800","346800","346800","347300","348100","348100","349100","349600","350100","351100","351600","352100","352600","354790","356980","359170","361360","363550","365740","367930","370120","372310","374500","376715.86","378931.72","381147.58","383363.44","385579.3","387795.16","390011.02","392226.88","394442.74","396658.6","398722.88","400787.16","402851.44","404915.72","406980","410097.1","412314","414138.32","414138.32","414138.32","",
"Mauritania","MRT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","395220","395220","395230","395230","395230","395230","395230","395230","395330","395330","394930","394930","394800","394500","394460","394490","394500","394460","394490","394640","394840","395040","395240","395350","395550","395750","395950","396150","396350","396560","396660","396780","396900","397300","397600","397500","397500","397500","397500","397500","397120","396620","396620","396610","396610","396610","396610","396610","396510","397110","396610","396610","396610","396610","396610","396610","396610","396610","396610","396610","",
"Mauritius","MUS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","990","1000","1000","1000","1010","990","1050","1110","1110","1120","1120","1130","1130","1130","1130","1140","1140","1140","1140","1140","1140","1140","1140","1140","1140","1140","1140","1130","1120","1110","1100","1090","1070","1050","1040","1030","1020","1020","1000","1010","1020","1000","990","980","960","940","920","910","910","910","890","870","860","860","860","860","860","860","860","860","",
"Malawi","MWI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","32000","33000","33500","34000","36030","36530","36050","37070","37570","37070","38570","39070","39570","39600","39100","39120","39150","39680","39700","38300","39300","40300","39400","39900","40050","41050","41100","41150","41650","42180","43200","42700","42700","40700","42800","43800","44300","45800","46800","47300","48300","48300","49800","49800","51800","52850","49850","54350","54850","56850","55850","55850","56000","56500","56500","56500","56500","56500","56500","56500","",
"Malaysia","MYS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","30847.4","31509.5","32758.7","33380.2","34973.4","35081.3","35716.8","37003","37559.4","38850.1","39587.8","40800.3","41608.9","42214.7","43541.4","44396.2","45707.4","47300","48391.1","49170","50447.9","51077.9","52054.4","52161.2","54157.5","57199","60734","63838","67217","67566","67945","68065","68914","69909","69660","69611","69587","69447","69471","69387","69470","70375","71162.4","71317","71344.1","70752","71072","71504","72200","73893","75306","78292","80593","80890","85699.7","85710","85710","85710","85710","85710","",
"North America","NAC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5093524","5062713","5041603","5021664","4994644","4992514","4988734","4992263","4987433","4975613","4963233","4953503","4942773","4932623","4932893","4933172.9","4931163","4905733","4901983","4898233","4894533","4926113","4925333","4924553","4923773","4922981.92","4879733","4880993","4882253","4883513","4884815.464","4868943","4843453","4824683","4814004","4774984","4761004","4758274","4751504","4756864","4762525.608","4751554","4749687","4747823","4745960","4734832","4728660","4703346","4678033","4652720","4627364","4608523.538","4614693","4620862","4627040","4633149","4638346.538","4640126.538","4639676.538","4635536.538","",
"Namibia","NAM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","386420","386420","386420","386460","386460","386460","386490","386490","386490","386510","386530","386530","386530","386530","386530","386550","386550","386560","386560","386570","386570","386570","386620","386620","386620","386620","386620","386620","386620","386620","386620","386620","387000","387500","388200","388200","388200","388200","388200","388200","388200","388200","388200","388200","388200","388200","388080","388080","388080","388090","388090","388090","388090","388090","388090","388100","388100","388100","388100","388100","",
"New Caledonia","NCL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2610","2610","2610","2620","2620","2620","2620","2630","2630","2630","2630","2640","2640","2640","2640","2650","2650","2650","2650","2650","2650","2720","2800","2900","2780","2670","2560","2460","2360","2320","2290","2300","2300","2310","2330","2350","2380","2400","2430","2450","2480","2500","2436","2366","2301","2246","2181","2106","2056","1986","1903","1840.34","1837.3","1837.3","1840.3","1840.3","1840.3","1840.3","1840.3","1840.3","",
"Niger","NER","Agricultural land (sq. km)","AG.LND.AGRI.K2","","315000","315000","315000","315000","315000","315000","315000","321770","321760","312000","312300","311770","308140","297800","297800","297800","297800","297800","299580","307200","302800","303600","310100","307800","307800","312800","310120","313000","314050","330470","341050","350000","350000","350000","360000","360000","360000","360000","370000","370000","380000","380000","384120","384720","429650","429890","437820","437820","437820","439820","444820","447820","456820","456820","456970","463970","465970","465970","465970","465970","",
"Nigeria","NGA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","531765.1","539000","560169.1","569710.7","590701.3","587915","582128.7","581719.5","638140.3","610304.7","594775.6","551500","603000","561500","551500","551500","504930","489550","482340","504380","472190","484030","486930","526060","549240","600010","603410","607880","611820","615860","639290","644470","650408.25","652041.3","653674.35","655307.4","656940.45","658573.5","660206.55","661839.6","663472.66","665105.72","666738.78","668371.84","670004.9","671637.96","673271.02","674904.08","676537.14","678170.2","679803.26","681436.32","683069.38","684702.44","686335.5","687968.521","689601.5","691234.5","692867.5","694500.5","",
"Nicaragua","NIC","Agricultural land (sq. km)","AG.LND.AGRI.K2","","34300","34300","34680","34880","35180","35800","35800","35800","35850","35850","36050","36100","36200","36300","36300","36300","37300","37350","37400","37450","38270","38290","38300","38830","38550","38570","38890","39400","39930","40250","40600","41200","41900","42200","45530","46540","48080","49130","50180","51410","51750","52780","53360","52370","53060","52000","51850","51200","51050","50260","50709","51030","50650","50650","50650","50650","50650","50650","50650","50650","",
"Netherlands","NLD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","23140","23030","22890","22680","22550","22450","22390","22270","22100","21930","21280","21140","21010","20940","20820","20730","20600","20460","20340","20200","20110","20050","20090","20160","20190","20150","20140","20120","20040","20060","19910","19860","19880","19710","19640","19810","19660","19730","19670","19581","19227","19401","19137","19494","19377","19196","19144","19293","19174","18723","18584","18417","18476","18391","18460","18150","18190","18220","18168","18144.5","",
"Norway","NOR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10340","10310","10280","10190","10110","10050","10000","9940","9860","9540","9310","9100","9040","9010","8980","8960","8990","9000","9540","9360","9360","9420","9450","9540","9570","9690","9700","9760","9910","9760","10100","10030","10130","10300","11270","11320","10380","10470","10380","10420","10470","10460","10400","10400","10360","10350","10320","10248","10142.6","10059","9990","9928","9871.428","9867.6","9860.3","9836.61","9851.12","9862.8","9842.54","9859.62","",
"Nepal","NPL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","35530","35530","35630","35530","35530","35530","35670","35670","35670","37020","37020","38220","39530","39940","40090","40250","40400","40550","40700","40850","41030","41066","41102","41138","41164","41320","41346","41382","41408","41444","41470","41582","41694","41806","41918","42030","42142","42254","42366","42491","42590","42410","42270","42180","42020","41850","41660","41520","41400","41260","41266","41210","41210","41210","41210","41210","41210","41210","41210","41210","",
"Nauru","NRU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","3","3","3","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","",
"New Zealand","NZL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","157770","158570","158930","159160","158520","158280","158440","158400","156830","156770","156700","160610","160220","159990","163790","167150","166110","167970","166840","168070","173320","167290","167300","165790","164460","165090","164700","163350","162560","161820","161190","159600","159190","151160","149750","149040","149030","149030","149030","154130","154180","120990","118580","118900","117120","113750","114870","113740","114900","114080","113710","112094","111060","111160","107120","106140","106440","104980","103450","101540","",
"OECD members","OED","Agricultural land (sq. km)","AG.LND.AGRI.K2","","14097158.445","14096114.315","14109360.782","14113543.096","14132754.91","14136356.257","14154604.639","14392210.611","14367720.189","14157893.985","14200811.667","14199116","14168070","14178502","14169021","14182519.9","14087046","14113798","14081091","14093289","14090121","14051755","13991566","14023754","14027025","13843008.92","13838720","13844536","13807617","13778050","13739013.644","13740270","13644225","13703107","13603904","13585734","13534289","13557327","13445408","13453717.8","13412063.808","13262954.8","13162347.3","12724880","12873072.8","12830447.1","12690711.2","12545897.3","12448283.5","12311953.9","12454531.8","12338922.638","12196619.923","12207080.737","11940870.026","11879780.879","12210591.379","12067557.221","12107300.38","12020315.534","",
"Oman","OMN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10350","10350","10350","10360","10360","10360","10380","10400","10400","10420","10420","10440","10450","10460","10470","10480","10490","10510","10510","10510","10510","10510","10550","10590","10610","10670","10700","10730","10770","10800","10800","10830","10720","10720","10710","10710","10700","10710","10710","11730","11736","12734","13730","14720","14650","14630","14650","14572","14544","14432","14368","14238","14195","14198","14340","14360","14519.2","14598.9","14614","14589.3","",
"Other small states","OSS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","783019","783279","783469","783749","783999","784309","784739","784489","784059","782759","782279","782559","782821","781879","779372","780128","779930","780262","779824","779184","779558","779999","780109","780469","780657","780761","781273","781243","780873","781075","780890.42","780586.04","781958.66","780797.28","781020.35","781677.42","781803.49","781369.56","781625.63","783326.7","781765.74","780072.78","781034.82","781006.86","782461.2","781806.74","781626.28","782855.32","784018.96","783592.7","784258.96","783843.92","780775.58","782624.24","781261.3","782902.1","783583.6","784101.467","781151.54","785773.789","",
"Pakistan","PAK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","357300","358400","358800","363550","372350","374150","374700","371700","357000","358650","354850","355050","364000","357400","360350","357120","359130","364170","363370","374160","365040","385090","364090","375000","371180","355710","366710","353470","358600","352060","352700","353800","357500","357900","360260","361720","366690","367600","367560","366980","369720","368840","368420","360450","359650","361350","360130","353130","352770","352420","359360","360630","362800","362520","362020","367940","370030","369530","363230","367230","",
"Panama","PAN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","16240","16340","16440","16480","16580","16680","16690","16790","16870","16840","17130","17430","17630","17850","18060","18270","18490","18500","18520","18550","18820","19140","19410","19660","19950","20200","20450","20700","21000","21240","21340","21500","21500","21350","21320","21320","21400","21490","21570","22300","22404","22378","22352","22326","22300","22244","22318","22292","22316","22663.9","22630","22530","22430","22330","22230","22130","22030","21930","21830","21741","",
"Peru","PER","Agricultural land (sq. km)","AG.LND.AGRI.K2","","169560","170990","174300","176680","177500","176750","176840","177800","178190","179130","179220","185650","186152.227","186684.455","187216.682","187748.909","188481.136","189113.364","189745.591","190277.818","190810.045","191442.273","191974.5","192606.727","193238.955","193971.182","194603.409","195235.636","195867.864","224370.091","225002.318","225634.545","226266.773","223498","224968","226437","227906","229375","230844","232313","233782","235251","236720","238189","239928","241527","243126","244735","246334","247943","249642","251002.6","249673.7","248315.8","246958.04","244430","245181.08","246985.89","244782.9","244782.9","",
"Philippines","PHL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","77130","77920","78720","81520","81320","81300","83050","82810","82530","83100","82790","84300","85960","88620","91920","96740","100900","101400","103940","106250","106700","107400","107800","108200","109100","109800","110200","110600","111000","111400","111570","111150","110650","110150","110150","111050","113350","112850","112350","112340","111840","111350","112400","114700","113550","115800","117900","120100","121000","121000","122600","124300","124690","124980","125270","125560","125850","126140","126430","126750","",
"Palau","PLW","Agricultural land (sq. km)","AG.LND.AGRI.K2","","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","43","",
"Papua New Guinea","PNG","Agricultural land (sq. km)","AG.LND.AGRI.K2","","4950","4950","4950","5050","5050","5110","5560","5850","6160","6410","6690","6790","6890","6980","7140","7240","7350","7560","7680","7720","7780","7700","7670","7750","8080","8300","8460","8630","8700","8770","8820","8870","8930","8980","9340","9550","9620","9740","9930","10050","10100","10000","10050","10200","10300","10400","10400","11900","11900","11900","11900","11900","11900","11900","11900","11900","11900","11900","11900","11900","",
"Poland","POL","Agricultural land (sq. km)","AG.LND.AGRI.K2","","203220","202620","201840","201300","199460","199470","198190","197770","195570","195430","195080","193710","193260","192570","192240","191990","191590","191110","190480","190070","189100","188910","188790","189390","189140","188790","188690","188200","188070","187930","187530","187430","187150","187070","186220","184740","184570","184430","184350","184130","177880","168990","161690","163270","159060","159570","154690","156010","156190","144490","147790","145290","144100","144240","143710","143740","144620","145120","145230","144610","",
"Pre-demographic dividend","PRE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","7080752.5","7096867.4","7135406.5","7156288.1","7185368.7","7187432.4","7188716.1","7203026.9","7266517.7","7242592.1","7243783","7208897.4","7263877.4","7221637.4","7225107.4","7236317.4","7194487.4","7194757.4","7190097.4","7221947.4","7201297.4","7220767.4","7238857.4","7285217.4","7356607.4","7452287.4","7478647.4","7530387.4","7563447.4","7577417.3","7611689.47","7652336.24","7783321.26","7829451.08","7864405.35","7897109.62","7929953.99","7955788.26","7997532.53","8022156.8","8074884.58","8104612.76","8166631.24","8177985.42","8267643.2","8290879.88","8322406.36","8362003.54","8405828.02","8452084.7","8488608.2","8120852.065","8162045.75","8187154.875","8203601.2","8228380.346","8251029.05","8268573.42","8274179.42","8279784.82","",
"Puerto Rico","PRI","Agricultural land (sq. km)","AG.LND.AGRI.K2","","6160","6010","6050","5850","6090","5810","5680","5660","5620","5520","5300","5150","4920","4940","4930","4930","4910","4950","4860","4750","4670","4670","4660","4640","4610","4630","4620","4620","4500","4350","4200","4100","3110","3090","3090","3090","2910","2725","2599","2472","2347","2220","2156","2090","2024","1958","1890","1907","1923","1939","1955","1968","1922","1876","1830","1784","1738","1689","1679","1679","",
"Korea, Dem. People's Rep.","PRK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","23800","23800","23800","23800","23800","23800","23800","23800","23800","23800","23800","23800","24300","24300","24300","24300","24300","24300","24300","25150","25150","25150","25150","25150","25150","25150","25150","25150","25150","25180","25300","25300","25500","26500","26500","25500","25500","25500","25500","25500","25500","25500","25500","25500","26000","26000","26000","26500","26700","26800","26300","26300","26300","26300","26300","26200","26050","25930","25900","25900","",
"Portugal","PRT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","38750","38810","38870","38930","38990","39050","39110","39130","39230","39290","39350","39410","39460","39510","39560","39610","39660","39710","39760","39790","39820","39850","39880","39910","39940","39970","40010","40050","40050","39630","39200","38780","39590","39520","39240","37300","35820","37225","38630","39563.8","38538.2","38777.2","38136.8","38696.1","38238.9","37576.6","36609.2","37258.6","36955.8","36541.7","36493.6","36644.1","37011","36638.8","36387.8","36190.3","36733.928","37099.578","38939.43","38727.799","",
"Paraguay","PRY","Agricultural land (sq. km)","AG.LND.AGRI.K2","","104110","105040","106040","107180","108230","109300","110130","110910","111730","112550","113380","114200","115010","116990","119020","121040","122960","124990","126910","128930","130970","132150","133340","134530","135720","137010","138200","139390","140580","141841.4","142201.4","143701.4","143701.4","145201.4","146701.4","146701.4","146701.4","149211.4","150221.4","150951.4","151851.4","152931.4","153651.4","154551.4","155451.4","156351.4","157251.4","158221.4","159231.4","160451.4","161921.4","164301.4","165541.4","167331.4","169381.4","167341.4","167231.4","168071.4","168091.4","168091.4","",
"West Bank and Gaza","PSE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","4790","4790","4790","4790","4790","4800","4820","4820","4820","4840","4840","4840","4850","4860","4860","4890","4910","4930","4930","4940","4980","5000","5020","5030","5020","5020","5020","5020","5030","5010","4990","4970","4970","4970","5030","4990","4970","4760","4910","4990","4960","4970","4940","4940","4908","4847","4805","4772","4263","3749","3865","4007.7","4146.2","4318","4307.2","4348","4442","4443","4449","4449","",
"Pacific island small states","PSS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","5501","5521","5581","5581","5672","5682","5612","5602","5642","5707","5712","5812","5862","5922","6042","6222","6362","6472","6577","6642","6802","6942","7068","7202","7372","7486","7629","7842","7784","7962","8132","8104","8046","7998","8010","7972","7904","7866","7836","7760","7729","7691","7673","7615","7627","7631","7577","7534","7502","7621","7709","7777","7801","7874","7973.2","7908.1","7863","7787.7","7723.1","7711.1","",
"Post-demographic dividend","PST","Agricultural land (sq. km)","AG.LND.AGRI.K2","","12504018.445","12494474.315","12497200.782","12503813.096","12511244.91","12510596.257","12532184.639","12766150.611","12733130.189","12529473.985","12555861.667","12550936","12516380","12524682","12516361","12527719.9","12429786","12450918","12411571","12425709","12422821","12399815","12318506","12340184","12335915","12151718.92","12133160","12138716","12087187","12053994","12016699.464","12021662","11925677","11984929","11906546","11882586","11832361","11837549","11721890","11725969.8","11716025.808","11570474.8","11478282.3","11027413","11176709.4","11143854.6","11013855.2","10899684.3","10810074.3","10694139.6","10853077.4","10737506.938","10586807.923","10601401.437","10336501.926","10280762.279","10579252.979","10439569.621","10483527.78","10398838.709","",
"French Polynesia","PYF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","440","430","430","430","430","430","430","430","430","430","430","430","430","430","430","430","450","450","450","450","450","450","450","445","445","455","455","455","455","455","455","465","475","475","475","",
"Qatar","QAT","Agricultural land (sq. km)","AG.LND.AGRI.K2","","510","510","510","510","510","510","510","510","510","510","510","510","510","520","520","520","520","520","530","550","560","570","580","590","590","600","610","610","600","610","610","640","650","650","650","660","660","660","660","660","663","657","662","652","646","653","660","667","674","681","688","695","702","710","710","710","720","740","740","740","",
"Romania","ROU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","146010","146880","147240","147420","147910","148350","148380","149720","149680","149300","149350","149430","149040","149290","149460","149550","149600","149650","149670","149640","149480","149630","149810","149920","150200","150380","150930","151090","147580","147690","147980","147900","147930","147980","147970","147820","147980","147470","147810","148570","147980","148180","148000","141300","141800","140390","136300","136340","136210","141560","139820","137330","139050","138300","138580","135210","133780","134140","138260","135910","",
"Russian Federation","RUS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2216310","2187950","2177110","2164000","2161110","2179890","2172870","2167900","2171620","2168610","2166510","2162770","2159800","2156800","2154880","2154630","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","2154940","",
"Rwanda","RWA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","13150","13250","13350","13450","13550","13650","13750","13830","13970","14040","14480","15080","15050","15840","16120","16390","16650","16800","16970","17150","17600","17750","17900","18080","18190","18300","18420","18530","18550","18790","18770","18370","17300","14850","14850","15450","15950","16150","16610","16700","17490","18310","18040","18158.8","17829","18029.5","18048.8","18074.4","18088.7","18039.2","18164.4","18157.3","18425","18095","18117","18117","18117","18117","18117","18117","",
"South Asia","SAS","Agricultural land (sq. km)","AG.LND.AGRI.K2","","2635040","2651870","2653150","2664860","2680040","2686390","2691460","2694460","2674330","2680420","2674620","2680460","2698840","2698090","2705480","2702330","2704250","2719770","2717900","2725780","2718110","2741406","2717452","2739428","2734224","2717680","2733156","2718482","2727848","2719904","2722070","2712782","2715144","2712726","2711888","2709480","2719272","2720694","2721776","2720121","2718140","2717390","2715210","2707770","2706260","2704400","2699350","2695083","2697780","2692399","2700271","2701250","2705530","2705980","2706042.4","2711806.1","2710905.34","2711328.64","2706749.197","2714774.764","",
"Saudi Arabia","SAU","Agricultural land (sq. km)","AG.LND.AGRI.K2","","861700","861900","862120","862410","862620","862840","863040","863400","863750","864200","864670","865170","865700","866400","866840","867500","868040","868560","869090","869620","870130","870680","872700","924230","976250","1027800","1079800","1131300","1182900","1234810","1236720","1237460","1307850","1377850","1447850","1517850","1587850","1667850","1737850","1737850","1737910","1737930","1737980","1737090","1737170","1736740","1736750","1735720","1734350","1734060","1733880","1733450","1732950","1735753","1736370","1736270","1735960.681","1735959.169","1735959.169","1735959.169","",
"Sudan","SDN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","1088400","1089400","1090400","1091420","1092420","1093400","1094500","1095470","1096470","1097450","1098430","1099410","1100480","1101050","1102050","1103000","1103980","1104360","1104350","1104500","1104800","1105400","1105900","1106450","1127000","1157500","1178050","1208450","1228600","1229100","1229650","1240150","1267330","1281150","1296440","1305390","1308320","1311020","1313520","1315750","1320930","1326140","1345300","1344970","1352200","1360530","1366150","1366980","1372658","1372462","1372462","682071.6","681945.6","681861.6","684910.8","687960","691009.2","694058.4","694058.4","694058.4","",
"Senegal","SEN","Agricultural land (sq. km)","AG.LND.AGRI.K2","","86470","86470","87470","87470","88470","88470","89470","91170","89030","88640","89460","89460","89960","90460","90460","90450","88440","88430","88420","88410","88400","88390","88380","88370","88360","88340","88320","88300","88270","88690","87090","87800","88180","89150","88150","89070","86280","83900","91120","90270","87990","87500","86320","86870","87760","84880","85030","92750","94880","94580","89650","89650","88680","88720","88730","88780","88780","88780","88780","88780","",
"Singapore","SGP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","140","140","130","130","130","130","130","120","120","120","100","110","110","90","80","80","80","80","80","80","70","60","60","60","50","40","30","30","20","20","12","12","12","12","12","12","12","12","12","12","12","12","8","8","7.6","7.5","8","7","7","7.4","7.3","7.3","6.7","6.6","6.6","6.6","6.6","6.6","6.6","6.6","",
"Solomon Islands","SLB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","550","560","570","590","590","590","620","620","640","640","660","650","670","680","680","690","710","710","720","730","730","730","740","760","760","770","790","830","830","890","940","940","970","1010","1070","1100","1110","1110","1115","1130","1140","1170","1170","1170","1170","",
"Sierra Leone","SLE","Agricultural land (sq. km)","AG.LND.AGRI.K2","","26120","26170","26240","26290","26340","26390","26440","26540","26590","26640","26690","26740","26790","26840","26890","26940","26990","27090","27190","27240","27290","27440","27490","27640","28140","28190","28240","28250","28250","28250","28250","28150","28110","28100","28100","28100","28090","28090","28040","28100","30015.2","32300.8","35666.7","37727.3","38120.2","40298.8","36237.2","37122.3","38009.7","39303.8","40176.3","38366.5","39486.5","39490","39490","39490","39490","39490","39490","39490","",
"El Salvador","SLV","Agricultural land (sq. km)","AG.LND.AGRI.K2","","12520","12520","12580","12580","12600","12500","12410","12390","12370","12350","12780","12810","12880","12980","13080","13000","13090","13500","14000","14100","13700","13410","13370","13470","13670","13870","13870","14070","14070","13531.2","13576.2","13621.2","13666.2","13711.2","13756.2","13880","13846.2","13891.2","14810","13752.2","13611","13420","13279","13488","12817","12749","12942","12853","12764","12675","12586","12497","12408","12319","12230","12141","12052","11957","11957","11957","",
"San Marino","SMR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","10","23","23","23","23","23","23","",
"Somalia","SOM","Agricultural land (sq. km)","AG.LND.AGRI.K2","","439050","439100","439150","439200","439250","439300","439350","439400","439450","439500","439550","439600","439650","439700","439750","439800","439850","439900","439950","440000","440050","440100","440150","440200","440250","440300","440350","440390","440400","440420","440420","440430","440440","440500","440560","440610","440660","440670","440670","440670","440710","442260","442760","443770","443770","441680","440280","441280","441280","441280","440280","440250","441250","441250","441250","441250","441250","441250","441250","441250","",
"Serbia","SRB","Agricultural land (sq. km)","AG.LND.AGRI.K2","","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35370","35729","36036","35180","35216","35282","34626","34912","35064","34810","34560","34380","34870","34820","35040","",
"Sub-Saharan Africa (excluding high income)","SSA","Agricultural land (sq. km)","AG.LND.AGRI.K2","","9150836.3","9159091.2","9187550.3","9196491.9","9218052.5","9220196.2","9219519.9","9233410.7","9297221.5","9270845.9","9272156.8","9236741.2","9289211.2","9244691.2","9245351.2","9255081.2","9214171.2","9215081.2","9209991.2","9240371.2","9218201.2","9237831.2","9254271.2","9297721.2","9369061.2","9466341.2","9492781.2","9545931.2","9583701.2","9600281.1","9634634.89","9681183.28","9561679.92","9618291.36","9662797.25","9705613.14","9748229.13","9768661.62","9818807.16","9850532.7","9900648.75","9928927.2","10000909.95","10026257.2","10114149.45","10142510.9","10179970.95","10228308","10278591.05","10326122.5","10362405","9993540.565","10033970.25","10058421.675","10075435.8","10103324.746","10128334.25","10148666.22","10154201.72","10163792.62","",
"South Sudan","SSD","Agricultural land (sq. km)","AG.LND.AGRI.K2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","284979.125","284626.25","284273.375","283920.5","283567.625","283214.75","282510","282510","282510","",
"Sub-Saharan Africa","SSF","Agricultural land (sq. km)","AG.LND.AGRI.K2","","9150886.3","9159141.2","9187600.3","9196541.9","9218102.5","9220246.2","9219569.9","9233460.7","9297271.5","9270895.9","9272206.8","9236791.2","9289261.2","9244741.2","9245401.2","9255131.2","9214221.2","9215131.2","9210041.2","9240421.2","9218251.2","9237891.2","9254331.2","9297781.2","9369121.2","9466401.2","9492841.2","9545981.2","9583751.2","9600321.1","9634674.89","9681223.28","9561719.92","9618331.36","9662837.25","9705653.14","9748269.13","9768701.62","9818847.16","9850572.7","9900688.75","9928967.2","10000949.95","10026297.2","10114189.45","10142550.9","10180000.95","10228338","10278620.05","10326146.5","10362420","9993555.565","10033985.75","10058437.175","10075451.3","10103340.246","10128349.75","10148681.72","10154217.22","10163808.12","",
"Small states","SST","Agricultural land (sq. km)","AG.LND.AGRI.K2","","810860","811170","811450","811750","811871","812331","812681","812441","812091","810786","810401","810761","811213","810350","807954","809710","810532","811884","812383","811801","812328","812741","812849","813396","813807","814089","814848.6","815058","814696.4","808680.3","808769.05","808530","810218.95","808991.9","809176.3","809793.7","809782.1","809229.5","809528.9","811161.5","809538.95","807682.4","808718.85","808553.6","809875.05","809261.1","809012.15","810100.8","811446.85","811145","812016.16","811738.02","808905.58","810989.14","809920.3","811578","812296.5","812831.067","809716.54","814326.789","",
"Sao Tome and Principe","STP","Agricultural land (sq. km)","AG.LND.AGRI.K2","","350","350","350","350","360","360","360","360","360","360","370","370","370","370","370","370","370","370","370","370","370","370","370","370","380","380","380","380","420","420","420","420","420","440","450","450","460","460","470","490","510","510","530","490","480","480","480","470","470","460","440","440","440","440","440","440","440","440","440","440","",
"Suriname","SUR","Agricultural land (sq. km)","AG.LND.AGRI.K2","","410","420","410","460","470","440","430","430","470","480","520","530","560","570","580","590","610","620","640","690","730","750","750","770","810","840","880","880","880","880","890","890","890","890","890","890","880","880","880","880","860","740","805","775","728","728","700","708","804","783","800","732","832","882","870","870","840","840","840","840","",
"Slovak Republic","SVK","Agricultural land (sq. km)","AG.LND.AGRI.K2","","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24460","24440","24450","24430","24430","24400","22550","22370","22360","19340","19410","19390","19300","19370","19300","19447","19297","19274","18934","18894","18886","18860","18790","18890","18850","18830","",
